T,theta,sigma_u,sigma_d,sigma_s,eta_u,eta_d,eta_s,Phi1,Phi2
100.0,9.55477796076938,0.21252748430396226,0.2125274843040695,2.2205541537275764,1.7967001092617876,1.7967001092617754,0.07023347974983603,0.0040989090841190845,0.0040989090841190845
100.0,9.56477796076938,0.2214696267795573,0.2214696267795092,2.2205823416376806,1.7958121761514445,1.795812176151452,0.07019877021105263,0.004097146807476053,0.004097146807476053
100.0,9.57477796076938,0.2304058588818766,0.2304058588818158,2.220610582163124,1.7948798434551534,1.7948798434551618,0.07016232508077813,0.004095386565262564,0.004095386565262564
100.0,9.58477796076938,0.23933596319143086,0.23933596319143266,2.220638874453675,1.793903154677936,1.7939031546779352,0.07012414605963586,0.004093628398200612,0.004093628398200612
100.0,9.59477796076938,0.24825972263641397,0.24825972263637364,2.220667217653462,1.7928821543592028,1.7928821543592104,0.07008423488868376,0.004091872346861565,0.004091872346861565
100.0,9.604777960769379,0.2571769204969894,0.25717692049690444,2.2206956109010205,1.791816888069854,1.7918168880698635,0.07004259334929887,0.004090118451665677,0.004090118451665677
100.0,9.614777960769379,0.2660873404099164,0.26608734040983545,2.2207240533293535,1.7907074024092713,1.7907074024092835,0.06999922326306486,0.00408836675288168,0.00408836675288168
100.0,9.624777960769379,0.2749907663730112,0.2749907663729147,2.2207525440659586,1.7895537450023906,1.7895537450024075,0.06995412649165166,0.004086617290626208,0.004086617290626208
100.0,9.63477796076938,0.28388698274945345,0.28388698274935303,2.2207810822328855,1.7883559644967013,1.7883559644967186,0.0699073049367027,0.004084870104863483,0.004084870104863483
100.0,9.64477796076938,0.2927757742721989,0.2927757742721596,2.220809666946776,1.7871141105592643,1.7871141105592712,0.0698587605397173,0.0040831252354048084,0.0040831252354048084
100.0,9.65477796076938,0.3016569260484058,0.3016569260484458,2.2208382973189154,1.7858282338736988,1.7858282338736928,0.06980849528193026,0.00408138272190814,0.00408138272190814
100.0,9.66477796076938,0.31053022356377985,0.3105302235637452,2.2208669724552816,1.7844983861371464,1.7844983861371515,0.06975651118419783,0.004079642603877756,0.004079642603877756
100.0,9.67477796076938,0.3193954526865936,0.3193954526866061,2.2208956914565876,1.7831246200573059,1.7831246200573037,0.06970281030687654,0.004077904920663756,0.004077904920663756
100.0,9.68477796076938,0.3282523996724714,0.32825239967238035,2.2209244534183314,1.781706989349297,1.7817069893493138,0.0696473947497054,0.004076169711461751,0.004076169711461751
100.0,9.694777960769379,0.3371008511680631,0.3371008511680712,2.220953257430849,1.7802455487327093,1.7802455487327071,0.06959026665168665,0.004074437015312454,0.004074437015312454
100.0,9.704777960769379,0.34594059421592893,0.3459405942159085,2.220982102579358,1.778740353928416,1.7787403539284212,0.06953142819096453,0.004072706871101326,0.004072706871101326
100.0,9.714777960769378,0.3547714162581395,0.35477141625818814,2.2210109879440125,1.7771914616556133,1.7771914616556035,0.06947088158470742,0.004070979317558214,0.004070979317558214
100.0,9.72477796076938,0.3635931051409641,0.36359310514094473,2.221039912599946,1.7755989296286276,1.7755989296286314,0.0694086290889839,0.004069254393257029,0.004069254393257029
100.0,9.73477796076938,0.37240544911857204,0.3724054491185701,2.2210688756173376,1.7739628165539099,1.7739628165539083,0.06934467299864315,0.004067532136615382,0.004067532136615382
100.0,9.74477796076938,0.3812082368575648,0.38120823685757327,2.2210978760614366,1.772283182126843,1.7722831821268408,0.06927901564719464,0.004065812585894292,0.004065812585894292
100.0,9.75477796076938,0.39000125744089426,0.3900012574408805,2.221126912992644,1.7705600870286562,1.7705600870286613,0.06921165940668363,0.0040640957791978705,0.0040640957791978705
100.0,9.76477796076938,0.39878430037191537,0.3987843003719613,2.2211559854665404,1.7687935929233076,1.768793592923296,0.06914260668756907,0.004062381754472997,0.004062381754472997
100.0,9.774777960769379,0.4075571555786718,0.40755715557867706,2.2211850925339536,1.76698376245427,1.7669837624542668,0.06907185993860251,0.00406067054950908,0.00406067054950908
100.0,9.784777960769379,0.41631961341761986,0.41631961341764095,2.221214233241004,1.7651306592414662,1.7651306592414613,0.06899942164670222,0.0040589622019377184,0.0040589622019377184
100.0,9.794777960769379,0.4250714646779078,0.42507146467797285,2.221243406629156,1.7632343478780457,1.7632343478780266,0.0689252943368317,0.004057256749232478,0.004057256749232478
100.0,9.80477796076938,0.4338125005853213,0.4338125005853439,2.221272611735278,1.7612948939271917,1.7612948939271857,0.06884948057187398,0.004055554228708624,0.004055554228708624
100.0,9.81477796076938,0.4425425128060996,0.4425425128060876,2.2213018475916906,1.7593123639190145,1.7593123639190171,0.06877198295250744,0.004053854677522838,0.004053854677522838
100.0,9.82477796076938,0.45126129345105626,0.4512612934509978,2.2213311132262294,1.757286825347269,1.7572868253472849,0.06869280411708097,0.004052158132673054,0.004052158132673054
100.0,9.83477796076938,0.45996863507938834,0.45996863507934216,2.2213604076622833,1.755218346666215,1.7552183466662263,0.06861194674148963,0.004050464630998152,0.004050464630998152
100.0,9.84477796076938,0.4686643307026933,0.46866433070264935,2.2213897299188674,1.7531069972873483,1.7531069972873574,0.06852941353904725,0.0040487742091777955,0.0040487742091777955
100.0,9.854777960769379,0.477348173788695,0.477348173788736,2.2214190790106634,1.750952847576227,1.7509528475762146,0.06844520726036062,0.004047086903732163,0.004047086903732163
100.0,9.864777960769379,0.48601995826531796,0.48601995826534244,2.2214484539480903,1.7487559688491692,1.7487559688491634,0.06835933069320628,0.004045402751021851,0.004045402751021851
100.0,9.874777960769379,0.494679478524242,0.4946794785242196,2.221477853737345,1.7465164333701058,1.746516433370111,0.06827178666239819,0.0040437217872475485,0.0040437217872475485
100.0,9.88477796076938,0.5033265294248226,0.5033265294248339,2.221507277380471,1.744234314347267,1.744234314347266,0.06818257802966457,0.0040420440484499765,0.0040420440484499765
100.0,9.89477796076938,0.5119609062980041,0.5119609062980102,2.221536723875405,1.7419096859299128,1.7419096859299121,0.06809170769352223,0.004040369570509674,0.004040369570509674
100.0,9.90477796076938,0.5205824049498847,0.5205824049498846,2.221566192216047,1.739542623205107,1.7395426232051063,0.06799917858914145,0.004038698389146807,0.004038698389146807
100.0,9.91477796076938,0.5291908216655681,0.529190821665529,2.2215956813923023,1.7371332021944093,1.7371332021944212,0.06790499368822689,0.004037030539921054,0.004037030539921054
100.0,9.92477796076938,0.5377859532127868,0.5377859532127504,2.2216251903901467,1.7346814998506168,1.7346814998506284,0.06780915599888271,0.004035366058231469,0.004035366058231469
100.0,9.93477796076938,0.5463675968456522,0.5463675968457158,2.2216547181916897,1.732187594054453,1.7321875940544313,0.06771166856548708,0.004033704979316338,0.004033704979316338
100.0,9.944777960769379,0.5549355503084655,0.5549355503084776,2.2216842637752263,1.7296515636112282,1.729651563611224,0.06761253446856011,0.0040320473382529955,0.0040320473382529955
100.0,9.954777960769379,0.5634896118389928,0.5634896118389925,2.2217138261152924,1.7270734882476366,1.7270734882476373,0.06751175682463954,0.004030393169957816,0.004030393169957816
100.0,9.964777960769378,0.5720295801724685,0.5720295801723522,2.2217434041827353,1.7244534486083218,1.7244534486083622,0.06740933878614688,0.004028742509186042,0.004028742509186042
100.0,9.97477796076938,0.580555254544803,0.5805552545447752,2.2217729969447566,1.72179152625269,1.7217915262526997,0.06730528354125757,0.004027095390531693,0.004027095390531693
100.0,9.98477796076938,0.5890664346966349,0.5890664346966933,2.2218026033649916,1.7190878036514023,1.7190878036513841,0.06719959431377359,0.004025451848427484,0.004025451848427484
100.0,9.99477796076938,0.5975629208766347,0.5975629208765835,2.2218322224035525,1.7163423641831466,1.7163423641831623,0.06709227436298973,0.004023811917144708,0.004023811917144708
100.0,10.00477796076938,0.6060445138447422,0.606044513844774,2.2218618530170917,1.7135552921313535,1.713555292131343,0.06698332698356771,0.004022175630793273,0.004022175630793273
100.0,10.01477796076938,0.6145110148763369,0.6145110148762787,2.221891494158875,1.7107266726806627,1.7107266726806851,0.06687275550539676,0.0040205430233214755,0.0040205430233214755
100.0,10.024777960769379,0.6229622257650863,0.6229622257649505,2.2219211447788245,1.7078565919137518,1.7078565919138018,0.0667605632934729,0.004018914128516088,0.004018914128516088
100.0,10.034777960769379,0.6313979488266437,0.63139794882668,2.2219508038235904,1.7049451368079036,1.7049451368078907,0.06664675374775762,0.00401728898000222,0.00401728898000222
100.0,10.044777960769379,0.6398179869024644,0.6398179869024866,2.221980470236605,1.7019923952314957,1.7019923952314877,0.06653133030305207,0.0040156676112433325,0.0040156676112433325
100.0,10.05477796076938,0.6482221433625773,0.6482221433625769,2.2220101429581556,1.6989984559408549,1.6989984559408562,0.06641429642886339,0.004014050055541168,0.004014050055541168
100.0,10.06477796076938,0.6566102221093686,0.6566102221093493,2.222039820925435,1.6959634085767374,1.6959634085767465,0.0662956556292726,0.004012436346035751,0.004012436346035751
100.0,10.07477796076938,0.6649820275809235,0.6649820275808112,2.222069503072604,1.692887343660947,1.6928873436609928,0.0661754114428006,0.004010826515705354,0.004010826515705354
100.0,10.08477796076938,0.6733373647542005,0.6733373647541264,2.2220991883308656,1.6897703525930032,1.6897703525930334,0.06605356744227825,0.004009220597366515,0.004009220597366515
100.0,10.09477796076938,0.6816760391486495,0.6816760391486277,2.222128875628512,1.6866125276466355,1.6866125276466455,0.0659301272347094,0.004007618623673991,0.004007618623673991
100.0,10.104777960769379,0.6899978568293329,0.6899978568293468,2.222158563890995,1.6834139619664406,1.6834139619664341,0.0658050944611421,0.004006020627120851,0.004006020627120851
100.0,10.114777960769379,0.69830262441022,0.698302624410285,2.22218825204099,1.680174749564477,1.6801747495644501,0.0656784727965316,0.004004426640038341,0.004004426640038341
100.0,10.124777960769379,0.7065901490575502,0.7065901490575806,2.222217938998454,1.6768949853167907,1.6768949853167785,0.06555026594960893,0.00400283669459609,0.00400283669459609
100.0,10.13477796076938,0.7148602384928958,0.7148602384929504,2.2222476236806963,1.6735747649600834,1.67357476496006,0.06542047766274513,0.0040012508228019815,0.0040012508228019815
100.0,10.14477796076938,0.7231127009966586,0.72311270099663,2.2222773050024296,1.6702141850881598,1.670214185088172,0.06528911171181881,0.00399966905650227,0.00399966905650227
100.0,10.15477796076938,0.7313473454109074,0.731347345410947,2.2223069818758563,1.6668133431486418,1.6668133431486258,0.06515617190608194,0.00399809142738162,0.00399809142738162
100.0,10.16477796076938,0.7395639811430461,0.7395639811430256,2.222336653210699,1.6633723374393354,1.6633723374393452,0.06502166208802307,0.003996517966963123,0.003996517966963123
100.0,10.17477796076938,0.747762418168458,0.7477624181684446,2.222366317914297,1.6598912671049937,1.6598912671050006,0.0648855861332346,0.003994948706608379,0.003994948706608379
100.0,10.18477796076938,0.7559424670339784,0.7559424670340679,2.2223959748916546,1.6563702321337312,1.6563702321336895,0.06474794795027858,0.003993383677517541,0.003993383677517541
100.0,10.194777960769379,0.7641039388611072,0.7641039388610534,2.2224256230455035,1.6528093333535137,1.6528093333535396,0.06460875148055062,0.003991822910729439,0.003991822910729439
100.0,10.204777960769379,0.7722466453485176,0.7722466453485447,2.2224552612763744,1.6492086724289894,1.6492086724289752,0.06446800069814318,0.0039902664371215596,0.0039902664371215596
100.0,10.214777960769378,0.780370398775947,0.7803703987759354,2.2224848884826582,1.6455683518576305,1.6455683518576365,0.06432569960971207,0.003988714287410195,0.003988714287410195
100.0,10.22477796076938,0.7884750120066094,0.7884750120065805,2.222514503560675,1.6418884749665685,1.641888474966583,0.06418185225434177,0.003987166492150568,0.003987166492150568
100.0,10.23477796076938,0.7965602984904991,0.7965602984905383,2.2225441054047352,1.638169145909003,1.6381691459089838,0.06403646270340724,0.0039856230817368315,0.0039856230817368315
100.0,10.24477796076938,0.8046260722675141,0.8046260722675078,2.2225736929072,1.6344104696606723,1.634410469660674,0.06388953506043936,0.003984084086402229,0.003984084086402229
100.0,10.25477796076938,0.8126721479701166,0.8126721479701444,2.2226032649585603,1.6306125520165213,1.630612552016508,0.06374107346098991,0.003982549536219229,0.003982549536219229
100.0,10.26477796076938,0.8206983408267068,0.8206983408266292,2.2226328204474894,1.626775499587046,1.6267754995870845,0.06359108207249108,0.003981019461099548,0.003981019461099548
100.0,10.274777960769379,0.8287044666640742,0.828704466664145,2.2226623582609175,1.6228994197950288,1.6228994197949944,0.06343956509412621,0.003979493890794373,0.003979493890794373
100.0,10.284777960769379,0.8366903419110505,0.8366903419110722,2.2226918772840936,1.6189844208717044,1.6189844208716926,0.06328652675668531,0.003977972854894427,0.003977972854894427
100.0,10.294777960769379,0.8446557836006559,0.8446557836006715,2.222721376400647,1.6150306118536402,1.6150306118536322,0.06313197132243353,0.003976456382830119,0.003976456382830119
100.0,10.30477796076938,0.8526006093735072,0.8526006093735071,2.222750854492664,1.611038102578984,1.6110381025789855,0.06297590308497573,0.003974944503871682,0.003974944503871682
100.0,10.31477796076938,0.860524637480472,0.8605246374804617,2.222780310440744,1.6070070036840745,1.6070070036840798,0.06281832636911369,0.003973437247129293,0.003973437247129293
100.0,10.32477796076938,0.8684276867855801,0.8684276867856134,2.22280974312407,1.6029374265998906,1.6029374265998726,0.06265924553071502,0.003971934641553279,0.003971934641553279
100.0,10.33477796076938,0.876309576768897,0.8763095767689775,2.222839151420482,1.5988294835485455,1.5988294835485013,0.06249866495656945,0.003970436715934192,0.003970436715934192
100.0,10.34477796076938,0.8841701275293293,0.884170127529353,2.222868534206526,1.594683287539752,1.5946832875397394,0.06233658906425961,0.003968943498903062,0.003968943498903062
100.0,10.354777960769379,0.8920091597873063,0.892009159787236,2.222897890357536,1.5904989523673922,1.590498952367431,0.062173022302016476,0.0039674550189314735,0.0039674550189314735
100.0,10.364777960769379,0.8998264948875657,0.8998264948875745,2.2229272187476994,1.586276592605977,1.5862765926059719,0.06200796914858621,0.003965971304331797,0.003965971304331797
100.0,10.374777960769379,0.9076219548022004,0.9076219548022376,2.222956518250119,1.5820163236069773,1.5820163236069547,0.061841434113091266,0.003964492383257318,0.003964492383257318
100.0,10.38477796076938,0.9153953621330688,0.9153953621330783,2.2229857877368726,1.5777182614954646,1.577718261495459,0.061673421734889225,0.003963018283702472,0.003963018283702472
100.0,10.39477796076938,0.9231465401145746,0.923146540114587,2.2230150260790977,1.5733825231665677,1.5733825231665608,0.06150393658344136,0.003961549033502985,0.003961549033502985
100.0,10.40477796076938,0.9308753126164759,0.9308753126164923,2.223044232147052,1.5690092262818638,1.5690092262818547,0.0613329832581702,0.003960084660336082,0.003960084660336082
100.0,10.41477796076938,0.9385815041464552,0.9385815041465401,2.223073404810166,1.5645984892659233,1.5645984892658722,0.06116056638832313,0.003958625191720681,0.003958625191720681
100.0,10.42477796076938,0.9462649398529787,0.9462649398529538,2.223102542937128,1.5601504313026453,1.56015043130266,0.06098669063283188,0.003957170655017587,0.003957170655017587
100.0,10.43477796076938,0.9539254455275242,0.9539254455274974,2.223131645395952,1.5556651723319757,1.555665172331992,0.06081136068017845,0.003955721077429694,0.003955721077429694
100.0,10.444777960769379,0.9615628476076609,0.9615628476076191,2.2231607110540272,1.551142833046082,1.5511428330461074,0.060634581248251926,0.00395427648600224,0.00395427648600224
100.0,10.454777960769379,0.9691769731793605,0.9691769731793892,2.223189738778199,1.5465835348860075,1.5465835348859909,0.060456357084213604,0.0039528369076229294,0.0039528369076229294
100.0,10.464777960769378,0.9767676499798243,0.9767676499797969,2.223218727434843,1.5419874000379592,1.5419874000379756,0.060276692964356796,0.003951402369022242,0.003951402369022242
100.0,10.47477796076938,0.9843347063997246,0.9843347063996835,2.2232476758899065,1.5373545514299742,1.537354551430001,0.0600955936939689,0.003949972896773598,0.003949972896773598
100.0,10.48477796076938,0.9918779714860034,0.9918779714860085,2.2232765830090107,1.532685112728212,1.5326851127282093,0.05991306410719181,0.0039485485172936095,0.0039485485172936095
100.0,10.49477796076938,0.9993972749444126,0.9993972749443913,2.223305447657486,1.5279792083333994,1.5279792083334116,0.05972910906688604,0.003947129256842313,0.003947129256842313
100.0,10.50477796076938,1.0068924471417897,1.0068924471418343,2.2233342687004574,1.5232369633774216,1.5232369633773926,0.05954373346448512,0.003945715141523388,0.003945715141523388
100.0,10.51477796076938,1.0143633191088843,1.0143633191089232,2.2233630450029134,1.5184585037195655,1.51845850371954,0.05935694221986671,0.003944306197284408,0.003944306197284408
100.0,10.524777960769379,1.0218097225425826,1.0218097225425058,2.2233917754297545,1.5136439559431198,1.5136439559431716,0.059168740281203766,0.003942902449917078,0.003942902449917078
100.0,10.534777960769379,1.029231489808292,1.0292314898082398,2.2234204588458946,1.5087934473518605,1.508793447351897,0.05897913262483034,0.003941503925057486,0.003941503925057486
100.0,10.54477796076938,1.0366284539426582,1.036628453942785,2.2234490941162823,1.503907105966327,1.5039071059662423,0.058788124255105045,0.003940110648186349,0.003940110648186349
100.0,10.55477796076938,1.0440004486560477,1.0440004486560928,2.223477680106023,1.4989850605201906,1.4989850605201598,0.058595720204264325,0.003938722644629279,0.003938722644629279
100.0,10.56477796076938,1.051347308334404,1.0513473083344298,2.2235062156803913,1.4940274404570886,1.4940274404570717,0.058401925532290414,0.003937339939557013,0.003937339939557013
100.0,10.57477796076938,1.0586688680421383,1.0586688680422187,2.223534699704943,1.4890343759267084,1.4890343759266527,0.058206745326769234,0.003935962557985691,0.003935962557985691
100.0,10.58477796076938,1.0659649635244193,1.065964963524476,2.223563131045553,1.4840059977812676,1.4840059977812263,0.05801018470274977,0.00393459052477715,0.00393459052477715
100.0,10.59477796076938,1.073235431209364,1.0732354312093582,2.2235915085685027,1.4789424375720714,1.4789424375720743,0.05781224880260634,0.003933223864639122,0.003933223864639122
100.0,10.604777960769379,1.0804801082104085,1.0804801082104232,2.223619831140531,1.4738438275459114,1.473843827545903,0.05761294279590024,0.003931862602125578,0.003931862602125578
100.0,10.614777960769379,1.0876988323287982,1.087698832328784,2.223648097628911,1.4687103006413817,1.4687103006413913,0.057412271879238565,0.003930506761636962,0.003930506761636962
100.0,10.624777960769379,1.094891442055646,1.0948914420556344,2.2236763069015257,1.4635419904854707,1.4635419904854794,0.057210241276130475,0.003929156367420458,0.003929156367420458
100.0,10.63477796076938,1.1020577765743704,1.1020577765744022,2.223704457826911,1.45833903138988,1.458339031389858,0.05700685623685843,0.003927811443570329,0.003927811443570329
100.0,10.64477796076938,1.1091976757629864,1.1091976757629491,2.223732549274344,1.4531015583474411,1.4531015583474693,0.05680212203833141,0.003926472014028132,0.003926472014028132
100.0,10.65477796076938,1.1163109801961122,1.1163109801960722,2.223760580113904,1.447829707028712,1.4478297070287423,0.0565960439839403,0.003925138102583034,0.003925138102583034
100.0,10.66477796076938,1.123397531147491,1.123397531147453,2.2237885492165352,1.442523613778187,1.4425236137782171,0.05638862740343201,0.003923809732872117,0.003923809732872117
100.0,10.67477796076938,1.130457170592043,1.1304571705920106,2.2238164554541227,1.4371834156108494,1.4371834156108738,0.05617987765275784,0.00392248692838065,0.00392248692838065
100.0,10.68477796076938,1.137489741208078,1.1374897412080827,2.2238442976995523,1.4318092502085755,1.431809250208572,0.05596980011393567,0.003921169712442381,0.003921169712442381
100.0,10.694777960769379,1.144495086379532,1.1444950863795549,2.2238720748267817,1.4264012559165231,1.4264012559165031,0.055758400194916465,0.003919858108239856,0.003919858108239856
100.0,10.704777960769379,1.1514730501980661,1.1514730501980914,2.223899785710898,1.4209595717396015,1.4209595717395802,0.05554568332943899,0.0039185521388046965,0.0039185521388046965
100.0,10.714777960769378,1.1584234774652282,1.1584234774652378,2.223927429228202,1.4154843373388775,1.415484337338869,0.055331654976890896,0.003917251827017916,0.003917251827017916
100.0,10.72477796076938,1.1653462136945916,1.1653462136945743,2.223955004256259,1.4099756930280054,1.4099756930280174,0.05511632062217014,0.003915957195610207,0.003915957195610207
100.0,10.73477796076938,1.1722411051137982,1.1722411051138504,2.22398250967397,1.4044337797696855,1.4044337797696418,0.05489968577554106,0.0039146682671622884,0.0039146682671622884
100.0,10.74477796076938,1.1791079986669177,1.1791079986668833,2.2240099443616437,1.3988587391718896,1.398858739171918,0.05468175597250415,0.003913385064105175,0.003913385064105175
100.0,10.75477796076938,1.185946742016026,1.185946742016082,2.2240373072010575,1.3932507134846874,1.3932507134846408,0.054462536773644946,0.003912107608720492,0.003912107608720492
100.0,10.76477796076938,1.192757183543908,1.1927571835439041,2.2240645970755213,1.387609845596141,1.3876098455961436,0.054242033764501894,0.0039108359231408065,0.0039108359231408065
100.0,10.774777960769379,1.1995391723555162,1.1995391723554527,2.2240918128699554,1.3819362790292027,1.3819362790292593,0.054020252555420895,0.003909570029349963,0.003909570029349963
100.0,10.784777960769379,1.2062925582803066,1.2062925582802695,2.224118953470941,1.3762301579379164,1.3762301579379483,0.053797198781421085,0.003908309949183323,0.003908309949183323
100.0,10.79477796076938,1.2130171918742798,1.213017191874253,2.224146017766792,1.3704916271037686,1.3704916271037926,0.05357287810205153,0.003907055704328212,0.003907055704328212
100.0,10.80477796076938,1.2197129244218392,1.219712924421836,2.2241730046476387,1.3647208319322748,1.3647208319322808,0.05334729620124829,0.003905807316324072,0.003905807316324072
100.0,10.81477796076938,1.226379607937877,1.2263796079378666,2.2241999130054615,1.3589179184492768,1.3589179184492886,0.053120458787204304,0.0039045648065629745,0.0039045648065629745
100.0,10.82477796076938,1.2330170951696502,1.2330170951696602,2.224226741734179,1.3530830332974717,1.3530830332974615,0.052892371592217484,0.0039033281962897867,0.0039033281962897867
100.0,10.83477796076938,1.2396252395988439,1.2396252395988483,2.224253489729707,1.3472163237327035,1.3472163237327017,0.052663040372561296,0.0039020975066026034,0.0039020975066026034
100.0,10.84477796076938,1.2462038954433552,1.2462038954434376,2.2242801558900216,1.3413179376205548,1.341317937620482,0.05243247090833424,0.003900872758453021,0.003900872758453021
100.0,10.854777960769379,1.2527529176595067,1.252752917659486,2.2243067391152356,1.3353880234324766,1.3353880234324969,0.052200669003332985,0.0038996539726464602,0.0038996539726464602
100.0,10.864777960769379,1.2592721619434848,1.259272161943432,2.2243332383076484,1.3294267302426435,1.3294267302426925,0.05196764048489911,0.0038984411698425583,0.0038984411698425583
100.0,10.874777960769379,1.2657614847336458,1.2657614847335967,2.2243596523718163,1.3234342077239916,1.323434207724038,0.05173339120378922,0.0038972343705554685,0.0038972343705554685
100.0,10.88477796076938,1.2722207432122161,1.27222074321222,2.2243859802146257,1.317410606144814,1.317410606144811,0.05149792703402921,0.0038960335951541344,0.0038960335951541344
100.0,10.89477796076938,1.2786497953072147,1.2786497953072553,2.2244122207453443,1.3113560763650964,1.3113560763650594,0.05126125387277856,0.0038948388638627494,0.0038948388638627494
100.0,10.90477796076938,1.2850484996942624,1.2850484996942502,2.2244383728756967,1.3052707698330013,1.305270769833011,0.05102337764018412,0.0038936501967609875,0.0038936501967609875
100.0,10.91477796076938,1.2914167157983212,1.2914167157982759,2.2244644355199226,1.299154838581349,1.299154838581392,0.050784304279248724,0.0038924676137843794,0.0038924676137843794
100.0,10.92477796076938,1.2977543037955992,1.2977543037956434,2.2244904075948453,1.2930084352239695,1.2930084352239284,0.050544039755686235,0.0038912911347246857,0.0038912911347246857
100.0,10.93477796076938,1.3040611246155185,1.3040611246155178,2.224516288019927,1.2868317129519646,1.286831712951966,0.050302590057779796,0.00389012077923017,0.00389012077923017
100.0,10.944777960769379,1.310337039942097,1.3103370399421264,2.224542075717343,1.280624825530507,1.2806248255304773,0.0500599611962458,0.0038889565668059904,0.0038889565668059904
100.0,10.954777960769379,1.3165819122160929,1.31658191221616,2.224567769612045,1.274387927294911,1.2743879272948446,0.04981615920409554,0.0038877985168145114,0.0038877985168145114
100.0,10.964777960769378,1.3227956046366218,1.322795604636639,2.2245933686318162,1.2681211731471804,1.2681211731471622,0.04957119013649187,0.003886646648475696,0.003886646648475696
100.0,10.97477796076938,1.328977981162765,1.3289779811627929,2.2246188717073387,1.2618247185525728,1.2618247185525477,0.04932506007060729,0.003885500980867372,0.003885500980867372
100.0,10.98477796076938,1.3351289065155254,1.3351289065155665,2.2246442777722586,1.2554987195357958,1.2554987195357534,0.04907777510549097,0.003884361532925655,0.003884361532925655
100.0,10.99477796076938,1.3412482461794337,1.3412482461794317,2.224669585763247,1.2491433326775276,1.2491433326775283,0.04882934136192363,0.0038832283234452422,0.0038832283234452422
100.0,11.00477796076938,1.3473358664041757,1.347335866404146,2.2246947946200644,1.242758715110916,1.2427587151109485,0.04857976498228092,0.0038821013710797795,0.0038821013710797795
100.0,11.01477796076938,1.3533916342063732,1.3533916342063363,2.2247199032856217,1.2363450245179177,1.2363450245179535,0.04832905213039039,0.0038809806943422,0.0038809806943422
100.0,11.024777960769379,1.359415417371222,1.359415417371206,2.2247449107060446,1.2299024191257364,1.229902419125755,0.048077208991394484,0.003879866311605072,0.003879866311605072
100.0,11.034777960769379,1.3654070844541657,1.3654070844541673,2.224769815830729,1.2234310577032452,1.2234310577032421,0.04782424177161287,0.0038787582411009686,0.0038787582411009686
100.0,11.04477796076938,1.3713665047824786,1.3713665047825259,2.2247946176124134,1.216931099557467,1.2169310995574127,0.04757015669839742,0.00387765650092276,0.00387765650092276
100.0,11.05477796076938,1.3772935484569997,1.3772935484569926,2.2248193150072284,1.2104027045298802,1.2104027045298866,0.04731496001999547,0.0038765611090240547,0.0038765611090240547
100.0,11.06477796076938,1.3831880863535466,1.3831880863535198,2.2248439069747747,1.2038460329930831,1.2038460329931109,0.04705865800541238,0.003875472083219439,0.003875472083219439
100.0,11.07477796076938,1.3890499901247018,1.3890499901246876,2.2248683924781654,1.1972612458470029,1.1972612458470187,0.04680125694426847,0.003874389441184887,0.003874389441184887
100.0,11.08477796076938,1.394879132201323,1.3948791322013598,2.2248927704841037,1.1906485045154085,1.1906485045153674,0.04654276314666097,0.0038733132004581325,0.0038733132004581325
100.0,11.09477796076938,1.4006753857941632,1.4006753857942056,2.2249170399629308,1.184007970942295,1.1840079709422457,0.046283182943023214,0.00387224337843895,0.00387224337843895
100.0,11.104777960769379,1.4064386248953429,1.406438624895356,2.2249411998886917,1.1773398075883952,1.1773398075883819,0.04602252268399082,0.0038711799923895627,0.0038711799923895627
100.0,11.114777960769379,1.4121687242799084,1.4121687242798977,2.2249652492391983,1.170644177427616,1.1706441774276304,0.045760788740254084,0.0038701230594349657,0.0038701230594349657
100.0,11.124777960769379,1.4178655595073957,1.4178655595073852,2.22498918699609,1.1639212439434132,1.1639212439434259,0.045497987502424446,0.0038690725965632774,0.0038690725965632774
100.0,11.13477796076938,1.423529006923359,1.4235290069233537,2.225013012144879,1.1571711711252315,1.1571711711252362,0.045234125380892526,0.0038680286206260826,0.0038680286206260826
100.0,11.14477796076938,1.4291589436608254,1.4291589436608263,2.225036723675033,1.1503941234649664,1.1503941234649664,0.04496920880569049,0.0038669911483388115,0.0038669911483388115
100.0,11.15477796076938,1.4347552476417975,1.4347552476418295,2.225060320580024,1.1435902659534216,1.1435902659533819,0.04470324422634988,0.0038659601962810447,0.0038659601962810447
100.0,11.16477796076938,1.4403177975787858,1.44031779757879,2.22508380185737,1.1367597640766471,1.1367597640766411,0.044436238111767945,0.003864935780896889,0.003864935780896889
100.0,11.17477796076938,1.4458464729761373,1.4458464729761311,2.225107166508725,1.129902783812553,1.1299027838125624,0.04416819695006273,0.003863917918495329,0.003863917918495329
100.0,11.18477796076938,1.4513411541315957,1.451341154131606,2.2251304135399224,1.1230194916272171,1.1230194916272027,0.04389912724843632,0.0038629066252505524,0.0038629066252505524
100.0,11.194777960769379,1.4568017221377223,1.4568017221377385,2.2251535419610273,1.116110054471325,1.1161100544713034,0.043629035533034564,0.003861901917202337,0.003861901917202337
100.0,11.204777960769379,1.4622280588832988,1.4622280588832892,2.2251765507864034,1.1091746397766604,1.1091746397766749,0.043357928348811636,0.0038609038102563305,0.0038609038102563305
100.0,11.214777960769378,1.4676200470546994,1.4676200470546779,2.2251994390347667,1.1022134154525782,1.1022134154526066,0.0430858122593887,0.0038599123201844793,0.0038599123201844793
